id,title,date,image,list_price,list_price_2,selling_price,description,active_ingredient,therapeutic_action,distributor_product_id,supplier_product_id,timestamp,category_id,enterprise_supplier_product_id,status
233,,2024-05-08,,0.0,0.0,0.0,Desc. ,,,590302,,2024-05-09 04:00:53.18438+00,,8,0
243,,2024-05-08,,0.0,0.0,0.0,Desc. ,,,99810000,,2024-05-09 04:00:53.877602+00,,3,0
731,AURIX CLEANSER X 120 ML.,2024-12-04,products/dfv/reduced/prod_170353_red.jpg,0.0,0.0,0.0,Desc. AURIX CLEANSER X 120 ML.,Glicerol 3 g; Ácido Acético Glacial 2 g; Ácido Bórico 2 g; sal de aluminio de Alantoína 1 g;,"Protector y limpiador de oídos que posee acción antiséptica, cerumenolítica, astringente, queratoplástica y desodorizante",170353,,2025-08-04 04:01:47.068609+00,2.0,1070,1
798,GENABIL BOEHRINGER X 100 ML.,2025-05-08,products/dfv/reduced/prod_230002_red.jpg,0.0,0.0,0.0,Desc. GENABIL BOEHRINGER X 100 ML.,"Icteryl o ácido genabílico, Dietanolamina, Clorocresol Metabisulfito Sódico, Acido Edético.",Antiespasmódico y analgésico de acción prolongada.,230002,,2025-08-04 04:01:54.364731+00,9.0,1513,1
409,SINCELAR I. AMP. X 1 ML.,2024-05-12,products/dfv/reduced/prod_262056_red.jpg,0.0,0.0,0.0,Desc. SINCELAR I. AMP. X 1 ML.,Medroxiprogesterona Acetato 5 %.,Anticonceptivo inyectable,262056,,2025-08-04 04:02:29.2698+00,2.0,19,1
880,PROTECH FIPRONIL SPOT ON 40-60 KG,2025-07-12,products/dfv/reduced/prod_210076_red.jpg,0.0,0.0,0.0,Desc. PROTECH FIPRONIL SPOT ON 40-60 KG,"Piriproxifeno, Imidacloprid, Butóxido de piperonilo, Permetrina","Antiparasitario externo contra pulgas, garrapatas y mosquitos.",210076,,2025-08-04 04:01:51.380681+00,4.0,1599,1
594,PETS PROTECTOR 90 H-10KG X 1 C,2024-09-10,products/dfv/reduced/prod_2622001_red.jpg,0.0,0.0,0.0,Desc. PETS PROTECTOR 90 H-10KG X 1 C,"Comprimidos 625 mg: Fluralaner 250 mg, excipientes c.s.p. 625 mg.",Antiparasitario externo para el control y prevención de pulgas y garrapatas,2622001,,2025-08-04 04:02:33.042701+00,1.0,19,1
523,CLAVAMOX 250 MG X 50 TABS,2024-05-12,products/dfv/reduced/prod_283070_red.jpg,0.0,0.0,0.0,Desc. CLAVAMOX 250 MG X 50 TABS,"Amoxicilina, Acido Clavulánico.",Antibiótico de amplio espectro.,283070,,2025-08-04 04:02:35.754219+00,2.0,20,1
560,ARTROGLYCAN PLUS X 60 COMP.,2024-05-12,products/dfv/reduced/prod_297104_red.jpg,0.0,0.0,0.0,Desc. ARTROGLYCAN PLUS X 60 COMP.,"Condroitín sulfato, condroitín de bajo peso molecular, glucosamina, sodio, manganeso.","Antiartrósico, antiartrítico, condroprotector y regenerador del cartílago articular.",297104,,2025-08-04 04:02:38.416614+00,6.0,20,1
253,,2024-05-08,,0.0,0.0,0.0,Desc. ,,,9982005,,2024-05-09 04:00:54.1524+00,,3,0
822,BAGOGARD PIP. CANINO H10 KG,2025-05-17,products/dfv/reduced/prod_45114_red.jpg,0.0,0.0,0.0,Desc. BAGOGARD PIP. CANINO H10 KG,,,45114,,2025-08-04 04:02:39.163287+00,1.0,945,1
178,POWER F SPRAY X 250 ML.,2024-02-16,products/dfv/reduced/prod_60245_red.jpg,0.0,0.0,0.0,Desc. POWER F SPRAY X 250 ML.,Imidacloprid 8 %,Pulguicida y garrapaticida para caninos y felinos,60245,,2025-08-04 04:02:42.844197+00,4.0,9,1
570,PF VANG PLUS CPV X DOSIS,2024-05-12,products/dfv/reduced/prod_901065_red.jpg,0.0,0.0,0.0,Desc. PF VANG PLUS CPV X DOSIS,Virus de parvo canino.,Vacuna líquida para la prevención de Parvovirosis y Coronavirosis caninas,901065,,2025-08-04 04:02:45.07195+00,11.0,20,1
263,,2024-05-08,,0.0,0.0,0.0,Desc. ,,,9982263,,2024-05-09 04:00:54.600683+00,,3,0
273,,2024-05-08,,0.0,0.0,0.0,Desc. ,,,99825635,,2024-05-09 04:00:54.798846+00,,3,0
283,,2024-05-08,,0.0,0.0,0.0,Desc. ,,,9985651,,2024-05-09 04:00:55.219408+00,,3,0
293,,2024-05-08,,0.0,0.0,0.0,Desc. ,,,998710,,2024-05-09 04:00:55.513222+00,,3,0
203,,2024-05-08,,0.0,0.0,0.0,Desc. ,,,120090,,2024-05-09 04:00:50.467649+00,,8,0
213,,2024-05-08,,0.0,0.0,0.0,Desc. ,,,120307,,2024-05-09 04:00:50.703095+00,,8,0
215,,2024-05-08,,0.0,0.0,0.0,Desc. ,,,120991,,2024-05-09 04:00:50.779447+00,,8,0
12,CLORALEN X 5 ML,2024-02-01,products/dfv/reduced/prod_120029_red.jpg,0.0,0.0,0.0,Desc. CLORALEN X 5 ML,"Palmitato de Cloranfenicol: 6,6 g. Vitamina B1: 150 mg. Vitamina B2: 2 mg. Vitamina B6: 100 mg. Nicotinamida: 150 mg. Pantotenato de calcio: 20 mg. V.c.s.p. 100 ml.",Antibiótico vitaminado para pájaros.,120029,,2025-08-04 04:00:22.396996+00,2.0,8,1
411,"SINCELAR I. AMP. X 1,5 ML.",2024-05-12,products/dfv/reduced/prod_262058_red.jpg,0.0,0.0,0.0,"Desc. SINCELAR I. AMP. X 1,5 ML.",Medroxiprogesterona Acetato 5 %.,Anticonceptivo inyectable,262058,,2025-08-04 04:02:29.490456+00,2.0,19,1
593,PETS PROTECTOR 90 H-04KG X 1 C,2024-09-10,products/dfv/reduced/prod_2622000_red.jpg,0.0,0.0,0.0,Desc. PETS PROTECTOR 90 H-04KG X 1 C,"Comprimidos 1250 mg: Fluralaner 500 mg, excipientes c.s.p.1250 mg.",Antiparasitario externo para el control y prevención de pulgas y garrapatas,2622000,,2025-08-04 04:02:32.933011+00,1.0,19,1
521,FULL HEPAT 50MG X 30 COMP.,2024-05-12,products/dfv/reduced/prod_262907_red.jpg,0.0,0.0,0.0,Desc. FULL HEPAT 50MG X 30 COMP.,"Cada comprimido contiene: Ácido Ursodesoxicólico 50 mg, Silimarina 50 mg, Excipientes c.s.p.1 comprimido (ursomarina)","Indicado en casos en donde sea necesario mejorar la digestión de alimentos, principalmente aquellos ricos en grasas. Favorece la funcionalidad hepática protegiendo la integridad del hepatocito mediante propiedades antioxidantes. En casos donde la funcionalidad hepática se encuentre comprometida, indigestiones, animales obesos, animales que presentan alteraciones en los parámetros bioquímicos del metabolismo de las grasas.",262907,,2025-08-04 04:02:35.615353+00,2.0,19,1
543,REVOL PERRO 20-40 V AZULADO 12% X2ML,2024-05-12,products/dfv/reduced/prod_283241_red.jpg,0.0,0.0,0.0,Desc. REVOL PERRO 20-40 V AZULADO 12% X2ML,Selamectina.,Antiparasitario interno y externo.,283241,,2025-08-04 04:02:37.187118+00,4.0,20,1
336,MELOXIVET 5 MG. INY. X 10 ML.,2024-05-09,products/dfv/reduced/prod_160204_red.jpg,0.0,0.0,0.0,Desc. MELOXIVET 5 MG. INY. X 10 ML.,Meloxicam 5 mg.,Antiinflamatorio no esteroide.,160204,,2025-08-04 04:01:39.523753+00,2.0,18,1
785,DOMINAL COLLAR PERRO GDE,2025-02-10,products/dfv/reduced/prod_170171_red.jpg,0.0,0.0,0.0,Desc. DOMINAL COLLAR PERRO GDE,"Propoxur 12,00 g%. Imidacloprid, 5,00 g%. Fenoxicarb, 1,00 g%",Antiparasitario externo.,170171,,2025-08-04 04:01:45.699748+00,4.0,1070,1
742,TEA 327 LIQUIDO X 120 ML,2024-12-04,products/dfv/reduced/prod_170400_red.jpg,0.0,0.0,0.0,Desc. TEA 327 LIQUIDO X 120 ML,"DDVP 2,2 g. Diazinón 2,0 g. ","Infestación por pulgas, garrapatas y piojos.",170400,,2025-08-04 04:01:47.792273+00,4.0,1070,1
881,LABYDERM HIDRATACION Y ALIVIO X 100 ML,2025-07-12,products/dfv/reduced/prod_210077_red.jpg,0.0,0.0,0.0,Desc. LABYDERM HIDRATACION Y ALIVIO X 100 ML,Componentes hipoalergénicos de origen natural.,Refuerza la superficie de la piel después del baño.,210077,,2025-08-04 04:01:52.193319+00,2.0,1599,1
563,PREDNISOLONA SYNTEX 40 MG X 100,2024-05-12,products/dfv/reduced/prod_297600_red.jpg,0.0,0.0,0.0,Desc. PREDNISOLONA SYNTEX 40 MG X 100,Prednisolona saborizada.,"Antialérgico, antiinflamatorio, inmunosupresor.",297600,,2025-08-04 04:02:38.539238+00,2.0,20,1
180,DOLOALIVIO X 15 COMPRIMIDOS,2024-02-16,products/dfv/reduced/prod_60249_red.jpg,0.0,0.0,0.0,Desc. DOLOALIVIO X 15 COMPRIMIDOS,Etodolac 150 mg / comp,Antiinflamatorio-analgésico.,60249,,2025-08-04 04:02:43.389428+00,2.0,9,1
574,PF COUGH-GUARD PLUS,2024-05-12,products/dfv/reduced/prod_901071_red.jpg,0.0,0.0,0.0,Desc. PF COUGH-GUARD PLUS,Antígeno de Bordetella bronchiseptica,Vacuna Tos de las Perreras Inyectable,901071,,2025-08-04 04:02:45.163911+00,11.0,20,1
266,,2024-05-08,,0.0,0.0,0.0,Desc. ,,,9982311,,2024-05-09 04:00:54.734097+00,,3,0
120,POWER  GOLD DE 20 A 40 KG 12SEM,2024-02-16,products/dfv/reduced/prod_240204_red.jpg,0.0,0.0,0.0,Desc. POWER  GOLD DE 20 A 40 KG 12SEM,"Fluralaner 13,64 % p/p",Antiparasitario externo pulguicida y garrapaticida,240204,,2025-08-04 04:01:54.867084+00,4.0,9,1
715,FAUNA JABON X 80 GR,2024-12-04,products/dfv/reduced/prod_170220_red.jpg,0.0,0.0,0.0,Desc. FAUNA JABON X 80 GR,"Amitraz 0,125 g. Azufre 2 g.",Antiparasitario externo.,170220,,2025-08-04 04:01:46.091054+00,4.0,1070,1
377,TRATAM INTEGRAL-FIP+LPA- H 40 KG,2024-05-12,products/dfv/reduced/prod_2620040_red.jpg,0.0,0.0,0.0,Desc. TRATAM INTEGRAL-FIP+LPA- H 40 KG,"Fluazurón 2,5 % Imidacloprid 6 %, Permetrina 30 % (pip).- Lufenurón 400 mg. (1 comp.)",Antiparasitario externo y sistémico.,2620040,,2025-08-04 04:02:27.370676+00,4.0,19,1
413,SINCELAR ZOOVET X 400 COMP.,2024-05-12,products/dfv/reduced/prod_262060_red.jpg,0.0,0.0,0.0,Desc. SINCELAR ZOOVET X 400 COMP.,Clormadinona Acetato 2 mg.,Anticonceptivo,262060,,2025-08-04 04:02:29.449491+00,2.0,19,1
743,TEA 327 PIP PERRO PULG/GARR H/20 KG.,2024-12-04,products/dfv/reduced/prod_170404_red.jpg,0.0,0.0,0.0,Desc. TEA 327 PIP PERRO PULG/GARR H/20 KG.,Propoxur 10%,Antiparasitario externo.,170404,,2025-08-04 04:01:48.011082+00,4.0,1070,1
882,LABYDERM NUTRICION PROFUNDA X 2 ML,2025-07-12,products/dfv/reduced/prod_210078_red.jpg,0.0,0.0,0.0,Desc. LABYDERM NUTRICION PROFUNDA X 2 ML,Componentes hipoalergénicos de origen natural.,Promueve la integridad de la barrera cutánea.,210078,,2025-08-04 04:01:52.097615+00,2.0,1599,1
604,COAGULANTE CHINFIELD X 50 ML.,2024-09-19,,0.0,0.0,0.0,Desc. COAGULANTE CHINFIELD X 50 ML.,,,350100,,2025-08-04 04:01:13.664516+00,2.0,707,1
595,PETS PROTECTOR 90 H-20KG X 1 C,2024-09-10,products/dfv/reduced/prod_2622002_red.jpg,0.0,0.0,0.0,Desc. PETS PROTECTOR 90 H-20KG X 1 C,"Comprimidos 625 mg: Fluralaner 250 mg, excipientes c.s.p. 625 mg.",Antiparasitario externo para el control y prevención de pulgas y garrapatas,2622002,,2025-08-04 04:02:33.062038+00,1.0,19,1
487,DOXIVIT 200 MG. X 12 FP (60 COMP),2024-05-12,products/dfv/reduced/prod_262259_red.jpg,0.0,0.0,0.0,Desc. DOXIVIT 200 MG. X 12 FP (60 COMP),"Doxiciclina 200 mg, Tiamina clorhidrato 10 mg, Piridoxina clorhidrato 2 mg, Cianocobalamina 10 ?g, Acido fólico 10 mg.",Antibiótico - Vitamínico,262259,,2025-08-04 04:02:34.234973+00,2.0,19,1
522,CLAMOXYL L.A. INY. X 100 ML,2024-05-12,products/dfv/reduced/prod_283065_red.jpg,0.0,0.0,0.0,Desc. CLAMOXYL L.A. INY. X 100 ML,Amoxicilina.,Antibiótico de larga acción.,283065,,2025-08-04 04:02:35.695453+00,2.0,20,1
623,LECTORA DE MICROCHIPS BAGO,2024-10-28,products/dfv/reduced/prod_342002_red.jpg,0.0,0.0,0.0,Desc. LECTORA DE MICROCHIPS BAGO,,Lector de chips,342002,,2025-08-04 04:02:38.710672+00,12.0,945,0
181,PRIUS X 500 ML,2024-02-16,products/dfv/reduced/prod_60250_red.jpg,0.0,0.0,0.0,Desc. PRIUS X 500 ML,Doramectina 1 g,Antiparasitario externo e interno.,60250,,2025-08-04 04:02:43.582858+00,4.0,9,1
576,VETSCAN ROTOR PREVENTIVE CARE X 12,2024-05-12,products/dfv/reduced/prod_901667_red.jpg,0.0,0.0,0.0,Desc. VETSCAN ROTOR PREVENTIVE CARE X 12,,,901667,,2025-08-04 04:02:45.228519+00,9.0,20,1
516,ROCHY CREMA X 15 GR.      CURABICHERA,2024-05-12,products/dfv/reduced/prod_262795_red.jpg,0.0,0.0,0.0,Desc. ROCHY CREMA X 15 GR.      CURABICHERA," Fipronil 0,25 g, Clorhexidina acetato 0,50 g. ",Antiparasitario externo - Curabicheras - Antimicrobiano,262795,,2025-08-04 04:02:35.554428+00,4.0,19,1
635,MAYOR 10 X 50 COMP,2024-10-29,products/dfv/reduced/prod_261034_red.jpg,0.0,0.0,0.0,Desc. MAYOR 10 X 50 COMP,D-L Metionina 350 mg,Regenerador del pelo y la piel.,261034,,2025-08-04 04:02:04.361291+00,2.0,945,1
668,CICLOSPORINA 2% GOTAS X 5 ML,2024-10-31,products/dfv/reduced/prod_1201002_red.jpg,0.0,0.0,0.0,Desc. CICLOSPORINA 2% GOTAS X 5 ML,,,1201002,,2025-08-04 04:00:53.957916+00,1.0,8,1
677,BACTROPROFEN X  20 COMP.,2024-12-04,products/dfv/reduced/prod_170021_red.jpg,0.0,0.0,0.0,Desc. BACTROPROFEN X  20 COMP.,Tetraciclina clorhidrato 90 mg. Cloranfenicol 90 mg. Prednisolona base 2 mg.,"Antipirético, antiinflamatorio esteroide.",170021,,2025-08-04 04:01:43.592989+00,2.0,1070,1
381,FIP FORTE DE 04 A 09 KG. X 1 PIP.,2024-05-12,products/dfv/reduced/prod_262009_red.jpg,0.0,0.0,0.0,Desc. FIP FORTE DE 04 A 09 KG. X 1 PIP.,"Fluazurón 2,5 % Imidacloprid 6 %, Permetrina 30 %.","Antiparasitario externo y sistémico, pulguicida, garrapaticida, para caninos.",262009,,2025-08-04 04:02:27.711028+00,4.0,19,1
36,ENZIMAX HOLLIDAY X 20 COMP.,2024-02-01,products/dfv/reduced/prod_120081_red.jpg,0.0,0.0,0.0,Desc. ENZIMAX HOLLIDAY X 20 COMP.,"Bromelina 32 mg (Equivalente a 80 unidades FIP, Papaina 1,6 mg (Equivalente a 48000 unidades USP), Betaina HCl 5 mg.",Biomodulador,120081,,2025-08-04 04:00:44.093414+00,2.0,8,1
747,VERMIPLEX PLUS JERINGA X 25 GR,2024-12-04,products/dfv/reduced/prod_170460_red.jpg,0.0,0.0,0.0,Desc. VERMIPLEX PLUS JERINGA X 25 GR,"Mebendazol 12,5 gr.% y Closantel 11,8 gr.%",Antihelmíntico de amplio espectro.,170460,,2025-08-04 04:01:48.157652+00,3.0,1070,1
524,TERRAMICINA 100 S.I. X 100 ML,2024-05-12,products/dfv/reduced/prod_283075_red.jpg,0.0,0.0,0.0,Desc. TERRAMICINA 100 S.I. X 100 ML,Oxitetraciclina.,Antibiótico de amplio espectro.,283075,,2025-08-04 04:02:36.251382+00,2.0,20,1
581,VETSCAN PUNTAS DE PIPETA PACK X 1000,2024-05-12,products/dfv/reduced/prod_901673_red.jpg,0.0,0.0,0.0,Desc. VETSCAN PUNTAS DE PIPETA PACK X 1000,,,901673,,2025-08-04 04:02:45.472295+00,9.0,20,1
585,VETSCAN TUBO ROJO SUERO PACK X 50,2024-05-12,products/dfv/reduced/prod_901676_red.jpg,0.0,0.0,0.0,Desc. VETSCAN TUBO ROJO SUERO PACK X 50,,,901676,,2025-08-04 04:02:45.496058+00,9.0,20,1
624,BIOCHIP BIOGENESIS BAGO(DATAMARS),2024-10-28,products/dfv/reduced/prod_343001_red.jpg,0.0,0.0,0.0,Desc. BIOCHIP BIOGENESIS BAGO(DATAMARS),,IIdentificacion electronica,343001,,2025-08-04 04:02:38.663471+00,9.0,945,1
775,ECTHONIL PERROS 06 A 10 KG,2024-12-23,products/dfv/reduced/prod_1201113_red.jpg,0.0,0.0,0.0,Desc. ECTHONIL PERROS 06 A 10 KG,Fipronil: 1.00 g.  Imidacloprid: 10.00 g.  Piriproxifen: 1.00 g.  Etofenprox: 10.00 g.  Excipientes: c.s.p,"Antiparasitario externo pulguicida, garrapaticida, repelente y control ambiental. Administración: De 6 a 10 kg: 1 pipeta de 1 ml.",1201113,,2025-08-04 04:01:00.129197+00,1.0,8,1
883,LABYDERM NUTRICION PROFUNDA X 4 ML,2025-07-12,products/dfv/reduced/prod_210079_red.jpg,0.0,0.0,0.0,Desc. LABYDERM NUTRICION PROFUNDA X 4 ML,Componentes hipoalergénicos de origen natural.,Promueve la integridad de la barrera cutánea.,210079,,2025-08-04 04:01:52.143669+00,2.0,1599,1
416,TOTALVET CHICO X 10 COMP. FP,2024-05-12,products/dfv/reduced/prod_262070_red.jpg,0.0,0.0,0.0,Desc. TOTALVET CHICO X 10 COMP. FP,"Vitamina A 0,06%; Sulfato de Manganeso 0,3%; Vitamina D3 0,0000625%; Sulfato de Zinc 0,25%; Vitamina E 0,1%; Sulfato Ferroso 2%; Vitamina B1 (Tiamina) 0,05%; Sulfato de Cobre 0,5%; etc.","Tratamiento y prevención de osteoartrosis y procesos inflamatorios de las articulaciones, además de corregir las deficiencias vitamínicas, minerales y de aminoácidos",262070,,2025-08-04 04:02:29.689836+00,2.0,19,1
183,OPTER GOTAS OTICAS X 25 ML.,2024-02-16,products/dfv/reduced/prod_6025344_red.jpg,0.0,0.0,0.0,Desc. OPTER GOTAS OTICAS X 25 ML.,Spinosad.,"Potente acción antimicótica, amplio espectro de acción, potente ascaricida, corta el prurito.",6025344,,2025-08-04 04:02:43.485705+00,2.0,9,1
75,PIMOCARD HOLL  2.5 MG X 100 CS HOSP.,2024-02-01,products/dfv/reduced/prod_120222_red.jpg,0.0,0.0,0.0,Desc. PIMOCARD HOLL  2.5 MG X 100 CS HOSP.,Pimobendan,Cardiológico,120222,,2025-08-04 04:01:17.728903+00,7.0,8,1
596,PETS PROTECTOR 90 H-32KG X 1 C,2024-09-10,products/dfv/reduced/prod_2622003_red.jpg,0.0,0.0,0.0,Desc. PETS PROTECTOR 90 H-32KG X 1 C,"Comprimidos 2000 mg: Fluralaner 800 mg, excipientes c.s.p.2000 mg.",Antiparasitario externo para el control y prevención de pulgas y garrapatas,2622003,,2025-08-04 04:02:33.112041+00,1.0,19,1
575,VETSCAN COMPREHENSIVE X 12 ROTOR,2024-05-12,products/dfv/reduced/prod_901666_red.jpg,0.0,0.0,0.0,Desc. VETSCAN COMPREHENSIVE X 12 ROTOR,,,901666,,2025-08-04 04:02:45.196113+00,9.0,20,1
363,,2024-05-09,,0.0,0.0,0.0,Desc. ,,,160252,,2024-05-09 04:00:51.187008+00,,18,0
365,,2024-05-09,,0.0,0.0,0.0,Desc. ,,,160333,,2024-05-09 04:00:51.236583+00,,18,0
225,,2024-05-08,,0.0,0.0,0.0,Desc. ,,,240189,,2024-05-09 04:00:51.936924+00,,9,0
235,,2024-05-08,,0.0,0.0,0.0,Desc. ,,,590500,,2024-05-09 04:00:53.254898+00,,8,0
280,,2024-05-08,,0.0,0.0,0.0,Desc. ,,,998500,,2024-05-09 04:00:55.152655+00,,3,0
716,BACTROFLAY TAGS,2024-12-04,products/dfv/reduced/prod_170206_red.jpg,0.0,0.0,0.0,Desc. BACTROFLAY TAGS,Etión 40 g%.,Antiparasitario externo.,170206,,2025-07-28 04:01:44.510136+00,4.0,1070,1
527,TERRAMICINA S.I. X  50 ML,2024-05-12,products/dfv/reduced/prod_283080_red.jpg,0.0,0.0,0.0,Desc. TERRAMICINA S.I. X  50 ML,Oxitetraciclina.,Antibiótico de amplio espectro.,283080,,2025-08-04 04:02:35.896898+00,2.0,20,1
752,ARTROSAN INY. X 10 ML (CANINO),2024-12-04,products/dfv/reduced/prod_170545_red.jpg,0.0,0.0,0.0,Desc. ARTROSAN INY. X 10 ML (CANINO),Pentosan Polisulfato Sodico 6 g,"Inyectable para la prevención y el tratamiento de la osteoartritis canina. Artrosan tiene acción antiinflamatoria, heparinoide y condroprotectora regeneradora. ",170545,,2025-08-04 04:01:48.19782+00,6.0,1070,1
420,TOTALVET X 100 ML,2024-05-12,products/dfv/reduced/prod_262080_red.jpg,0.0,0.0,0.0,Desc. TOTALVET X 100 ML,"Vitamina A 0,06%; Sulfato de Manganeso 0,3%; Vitamina D3 0,0000625%; Sulfato de Zinc 0,25%; Vitamina E 0,1%; Sulfato Ferroso 2%; Vitamina B1 (Tiamina) 0,05%; Sulfato de Cobre 0,5%; Vitamina B2","Tratamiento y prevención de osteoartrosis y procesos inflamatorios de las articulaciones, además de corregir las deficiencias vitamínicas, minerales y de aminoácidos",262080,,2025-08-04 04:02:29.879137+00,2.0,19,1
346,RANITIDINA 50 MG X 10 COMP.,2024-05-09,products/dfv/reduced/prod_160246_red.jpg,0.0,0.0,0.0,Desc. RANITIDINA 50 MG X 10 COMP.,Ranitidina 50 mg,Antiácido.,160246,,2025-08-04 04:01:41.931005+00,2.0,18,1
674,APLONAL INY. 5% X 30 ML.,2024-12-04,products/dfv/reduced/prod_1700009_red.jpg,0.0,0.0,0.0,Desc. APLONAL INY. 5% X 30 ML.,Flunixin base (como meglumina) 50 mg.,"Analgésico, antipirético, antiendotóxico y antiinflamatorio no esteroide",1700009,,2025-08-04 04:01:43.554507+00,2.0,1070,1
16,"ECTHOL '5'"" X  70 ML""",2024-02-01,products/dfv/reduced/prod_120039_red.jpg,0.0,0.0,0.0,"Desc. ECTHOL '5'"" X  70 ML""","Clorpirifós: 3,5 g. Cipermetrina: 0,5 g.","Antiparasit. ext, de acción prolong. para perros y amb.",120039,,2025-08-04 04:00:27.40257+00,4.0,8,1
823,BAGOGARD PIP. CANINO H40 KG,2025-05-17,products/dfv/reduced/prod_45117_red.jpg,0.0,0.0,0.0,Desc. BAGOGARD PIP. CANINO H40 KG,,,45117,,2025-08-04 04:02:39.867999+00,1.0,945,1
51,RELAY C X 10 COMP.,2024-02-01,products/dfv/reduced/prod_120118_red.jpg,0.0,0.0,0.0,Desc. RELAY C X 10 COMP.,Cabergolina 100 mcg./ comp.,Antiprolactínico no hormonal.,120118,,2025-08-04 04:01:03.969849+00,2.0,8,1
799,VOREN SUSP. BOEHRINGER X 50 ML.,2025-05-08,enterprises/Logo-Boehringer-verde-circular.png,0.0,0.0,0.0,Desc. VOREN SUSP. BOEHRINGER X 50 ML.,,,230006,,2025-08-04 04:00:42.719961+00,2.0,1513,1
172,TERPAN 1000E INSEC.AMB.X 100ML,2024-02-16,products/dfv/reduced/prod_60202_red.jpg,0.0,0.0,0.0,Desc. TERPAN 1000E INSEC.AMB.X 100ML,Diclorvos 100 %,Insecticida ambiental.,60202,,2025-08-04 04:02:42.187261+00,5.0,9,1
786,DOMINAL COLLAR PERRO CACHORRO,2025-02-10,products/dfv/reduced/prod_170173_red.jpg,0.0,0.0,0.0,Desc. DOMINAL COLLAR PERRO CACHORRO,"Propoxur 12,00 g%. Imidacloprid, 5,00 g%. Fenoxicarb, 1,00 g%",Antiparasitario externo.,170173,,2025-08-04 04:01:45.737805+00,4.0,1070,1
182,MELTRA SPOT ON FELINOS DE 2 A 4 KG.,2024-02-16,products/dfv/reduced/prod_60254_red.jpg,0.0,0.0,0.0,Desc. MELTRA SPOT ON FELINOS DE 2 A 4 KG.,"Praziquantel 9,6 g. Ivermectina 0,8 g. ",Antiparasitario interno felinos.,60254,,2025-08-04 04:02:43.53431+00,3.0,9,1
467,FELIWAY CLASSIC DIFUSOR + REPUESTO 48 ML,2024-05-12,products/dfv/reduced/prod_262203_red.jpg,0.0,0.0,0.0,Desc. FELIWAY CLASSIC DIFUSOR + REPUESTO 48 ML,Feromonas,"Solución excelente para que los gatos se sientan cómodos en casa y prevenir comportamientos como el marcaje con orina, que arañen los muebles o se escondan",262203,,2025-08-04 04:02:33.29928+00,9.0,19,1
405,SHAMPOO ZOOVET A.P. X 5 LT.,2024-05-12,enterprises/Integhra-Logo-CEVA.jpg,0.0,0.0,0.0,Desc. SHAMPOO ZOOVET A.P. X 5 LT.,,,262050,,2025-08-04 04:00:51.608344+00,5.0,19,1
555,SIMPARICA  40 MG 10 A 20 KG.,2024-05-12,products/dfv/reduced/prod_283557_red.jpg,0.0,0.0,0.0,Desc. SIMPARICA  40 MG 10 A 20 KG.,Sarolaner,"Antiparasitario externo, pulguicida y garrapaticida",283557,,2025-08-04 04:02:37.474701+00,4.0,20,1
577,VETSCAN HM5 REAGENT PACK X 5 BOTELLAS,2024-05-12,products/dfv/reduced/prod_901668_red.jpg,0.0,0.0,0.0,Desc. VETSCAN HM5 REAGENT PACK X 5 BOTELLAS,,,901668,,2025-08-04 04:02:45.311234+00,9.0,20,1
884,TRIHEPAT JARABE X 100 ML,2025-07-12,products/dfv/reduced/prod_210080_red.jpg,0.0,0.0,0.0,Desc. TRIHEPAT JARABE X 100 ML,"Silimarina 0,6 g, Colina 8 g , Metionina 8 g",Protector hepático.,210080,,2025-08-04 04:01:51.576726+00,2.0,1599,1
612,VIRBAC ENDOGARD 10 PALAT X 24 COMP,2024-10-28,products/dfv/reduced/prod_290334_red.jpg,0.0,0.0,0.0,Desc. VIRBAC ENDOGARD 10 PALAT X 24 COMP,"Febantel 150 mg. Pamoato de Pirantel 144 mg. Praziquantel 50 mg. Ivermectina 0,06 mg",Antiparasitario interno.,290334,,2025-08-04 04:02:37.951848+00,3.0,945,1
584,VETSCAN HM5 TUBOS HEMACLEAN PACK X 6 TU,2024-05-12,products/dfv/reduced/prod_901671_red.jpg,0.0,0.0,0.0,Desc. VETSCAN HM5 TUBOS HEMACLEAN PACK X 6 TU,,,901671,,2025-08-04 04:02:45.360424+00,9.0,20,1
627,GALMETRIN PLUS SPRAY X 440 ML (CURABICH),2024-10-28,products/dfv/reduced/prod_350171_red.jpg,0.0,0.0,0.0,Desc. GALMETRIN PLUS SPRAY X 440 ML (CURABICH),"Cada 100 gr de concentrado contiene: Cipermetrina, 1,6260 g; Imidacloprid, 0,8200 g; Sulfadiazina de plata, 0,0995 g; excipientes, c.s.p 100 g. Propelente: Propano/Butanos.","Antiparasitario externo larvicida, repelente, antimicrobiano y cicatrizante en aerosol, para bovinos, equinos, porcinos, ovinos, caprinos y caninos.",350171,,2025-08-04 04:02:38.882997+00,4.0,945,1
267,,2024-05-08,,0.0,0.0,0.0,Desc. ,,,998255,,2024-05-09 04:00:54.840004+00,,3,0
287,,2024-05-08,,0.0,0.0,0.0,Desc. ,,,9986347,,2024-05-09 04:00:55.358758+00,,3,0
53,MEDROXIPROGESTERONA INY. X 5 ML,2024-02-01,products/dfv/reduced/prod_120131_red.jpg,0.0,0.0,0.0,Desc. MEDROXIPROGESTERONA INY. X 5 ML,Medroxiprogesterona acetato 50 mg.,Progestágeno-anticonceptivo.,120131,,2025-08-04 04:01:06.904859+00,2.0,8,1
